startup_name,sector,subvertical,city,investors,investment_type,amount_usd,date,source_period,year,sector_clean
Byju's,Realestate,Home Services,Ahmedabad,Kalaari Capital,Pre-Series A,279000.0,2020-05-17,recent_2020_2025,2020,Real Estate
Chargebee,E-Commerce,Grocery,Ahmedabad,Omidyar Network,Seed,99000.0,2025-05-18,recent_2020_2025,2025,Ecommerce
UrbanDrive,Retail,Fashion,Delhi,"IFC, Mirae Asset, SoftBank Vision Fund",Seed,369000.0,2023-07-25,recent_2020_2025,2023,Retail
WorkStack_1002,Agritech,Smart Farming,Chennai,Falcon Edge,Series A,10633000.0,2024-02-28,recent_2020_2025,2024,Agritech
UrbanStack,Agritech,Supply Chain,Hyderabad,Ribbit Capital,Seed,745000.0,2022-05-27,recent_2020_2025,2022,Agritech
HealthWorks,Consumer Electronics,Wearables,Gurugram,"Omidyar Network, Peak XV, Sequoia Capital India",Seed,980000.0,2021-02-22,recent_2020_2025,2021,Consumer Electronics
Ola,Media,Content,Delhi,Falcon Edge,Seed,568000.0,2023-08-11,recent_2020_2025,2023,Media
SkillRise,Logistics,Last Mile,Gurugram,Matrix Partners India,Series D,246176000.0,2021-11-09,recent_2020_2025,2021,Logistics
Udaan,Realestate,PropTech,Gurugram,"Info Edge, SoftBank Vision Fund",Series A,9971000.0,2022-02-20,recent_2020_2025,2022,Real Estate
MediHive_1008,Consumer Electronics,Audio,Gurugram,Nexus Venture Partners,Seed,126000.0,2020-10-16,recent_2020_2025,2020,Consumer Electronics
NoBroker,Agritech,Marketplace,Gurugram,"Kedaara Capital, SoftBank Vision Fund",Seed,304000.0,2020-06-09,recent_2020_2025,2020,Agritech
BlueRise,Healthtech,Diagnostics,Hyderabad,"IFC, Lightspeed India, Mirae Asset",Seed,113000.0,2022-07-07,recent_2020_2025,2022,Healthtech
ShareChat,Foodtech,Food Delivery,Delhi,"Info Edge, Omidyar Network",Series A,14507000.0,2022-05-15,recent_2020_2025,2022,Foodtech
HyperLoop,Retail,Grocery,Bengaluru,Ventures India,Series C,257828000.0,2022-05-25,recent_2020_2025,2022,Retail
Delhivery,Agritech,Marketplace,Delhi,Y Combinator,Series A,1113000.0,2020-12-25,recent_2020_2025,2020,Agritech
BigBasket,Consumer Electronics,Wearables,Chennai,SoftBank Vision Fund,Series A,6758000.0,2022-09-11,recent_2020_2025,2022,Consumer Electronics
CoreSpace,Edtech,Test Prep,Bengaluru,"Kalaari Capital, Y Combinator",Growth,574676000.0,2024-02-04,recent_2020_2025,2024,Edtech
AutoMart,Saas,MarTech,Kolkata,Kalaari Capital,Seed,97000.0,2023-04-19,recent_2020_2025,2023,SaaS
GrowthConnect,E-Commerce,Fashion,Ahmedabad,"Bessemer Venture Partners, Peak XV",Seed,406000.0,2024-04-11,recent_2020_2025,2024,Ecommerce
NextFlow,Consumer Electronics,Smart Home,Pune,"Peak XV, Ventures India",Series B,63289000.0,2023-08-26,recent_2020_2025,2023,Consumer Electronics
HomeMart,Enterprise,Security,Bengaluru,Matrix Partners India,Series B,5493000.0,2023-08-14,recent_2020_2025,2023,Enterprise
AutoFlow,Healthtech,Pharmacy,Gurugram,"Bessemer Venture Partners, Sequoia Capital India, Zodius Capital",Series A,6610000.0,2025-05-03,recent_2020_2025,2025,Healthtech
AeroHub,Agritech,Supply Chain,Noida,"Blume Ventures, Info Edge",Angel,12000.0,2024-11-29,recent_2020_2025,2024,Agritech
Oyo,Mobility,Micro Mobility,Chennai,"Peak XV, Ventures India",Series A,12223000.0,2024-02-12,recent_2020_2025,2024,Mobility
Unacademy,E-Commerce,Grocery,Pune,"Kedaara Capital, Lightspeed India, Ventures India",Series C,277385000.0,2021-07-04,recent_2020_2025,2021,Ecommerce
MediHive,Enterprise,Security,Bengaluru,"Elevation Capital, Kalaari Capital",Seed,1628000.0,2024-05-03,recent_2020_2025,2024,Enterprise
Paytm,Healthtech,Diagnostics,Pune,Mirae Asset,Seed,288000.0,2020-10-02,recent_2020_2025,2020,Healthtech
AeroAnalytics,Consumer Electronics,Smart Home,Gurugram,"Blume Ventures, Matrix Partners India, Ventures India",Seed,1202000.0,2020-04-30,recent_2020_2025,2020,Consumer Electronics
Freshworks,Consumer Electronics,Smart Home,Ahmedabad,Accel,Seed,1127000.0,2023-07-27,recent_2020_2025,2023,Consumer Electronics
WorkFit,Logistics,Last Mile,Pune,"Mirae Asset, Ventures India",Pre-Seed,42000.0,2021-04-25,recent_2020_2025,2021,Logistics
MediSpace_1029,Retail,E-Retail,Ahmedabad,Lightspeed India,Series C,188760000.0,2020-03-26,recent_2020_2025,2020,Retail
MediHive,Mobility,EV,Kolkata,"Info Edge, Y Combinator",Series A,1105000.0,2021-11-21,recent_2020_2025,2021,Mobility
DataHive,Enterprise,Analytics,Pune,"Tiger Global, Y Combinator",Series B,26119000.0,2022-02-14,recent_2020_2025,2022,Enterprise
FreshBox,Fintech,InsurTech,Chennai,Sequoia Capital India,Series B,9461000.0,2024-12-23,recent_2020_2025,2024,Fintech
NeoTech,Logistics,Fleet Management,Gurugram,"Kalaari Capital, Mirae Asset, Prosus Ventures",Pre-Series A,132000.0,2023-06-20,recent_2020_2025,2023,Logistics
FinFoods_1034,Realestate,Home Services,Bengaluru,Tiger Global Management,Series B,6189000.0,2024-11-23,recent_2020_2025,2024,Real Estate
NeoSense,Edtech,Coding Bootcamp,Chennai,Y Combinator,Series B,34466000.0,2024-06-14,recent_2020_2025,2024,Edtech
FarmBox,Enterprise,Automation,Mumbai,"Lightspeed India, Nexus Venture Partners",Series B,12830000.0,2021-08-24,recent_2020_2025,2021,Enterprise
ClearDekho,Fintech,Lending,Kolkata,"Mirae Asset, Tiger Global Management",Series C,142371000.0,2021-09-09,recent_2020_2025,2021,Fintech
EduMart,Consumer Electronics,Smart Home,Noida,Ventures India,Seed,64000.0,2021-03-09,recent_2020_2025,2021,Consumer Electronics
Unacademy,E-Commerce,Fashion,Bengaluru,LCatterton,Seed,160000.0,2025-03-17,recent_2020_2025,2025,Ecommerce
QuantumSolutions,Logistics,Fleet Management,Kolkata,Prosus Ventures,Bridge,366000.0,2023-10-05,recent_2020_2025,2023,Logistics
NeoLabs,Media,Content,Gurugram,"SoftBank Vision Fund, Tiger Global",Angel,53000.0,2024-04-18,recent_2020_2025,2024,Media
QuantumAnalytics,Retail,Fashion,Chennai,Nexus Venture Partners,Series C,47415000.0,2021-04-02,recent_2020_2025,2021,Retail
Unacademy,E-Commerce,Quick Commerce,Pune,Ventures India,Series B,28354000.0,2025-04-03,recent_2020_2025,2025,Ecommerce
Porter,Agritech,Smart Farming,Delhi,"A91 Partners, Sequoia Capital India",Series D,384546000.0,2025-05-07,recent_2020_2025,2025,Agritech
HealthWorks,Edtech,Coding Bootcamp,Chennai,"Nexus Venture Partners, Peak XV, Prosus Ventures",Seed,485000.0,2022-01-17,recent_2020_2025,2022,Edtech
HomeAnalytics,Fintech,NeoBank,Kolkata,Zodius Capital,Seed,118000.0,2024-07-29,recent_2020_2025,2024,Fintech
Chargebee,Realestate,Home Services,Delhi,"Bessemer Venture Partners, Kedaara Capital, Prosus Ventures",Series A,1068000.0,2020-10-25,recent_2020_2025,2020,Real Estate
FoodLoop,Media,Social,Hyderabad,"Mirae Asset, Zodius Capital",Debt,22303000.0,2023-12-17,recent_2020_2025,2023,Media
NimbusLabs,Foodtech,Cloud Kitchen,Pune,IFC,Seed,54000.0,2024-01-07,recent_2020_2025,2024,Foodtech
Zepto,Media,Streaming,Bengaluru,IFC,Angel,69000.0,2024-05-08,recent_2020_2025,2024,Media
DriveFit,Enterprise,Automation,Delhi,"Prosus Ventures, SoftBank Vision Fund",Debt,2677000.0,2023-01-27,recent_2020_2025,2023,Enterprise
NextFlow,Foodtech,Cloud Kitchen,Noida,"A91 Partners, Kedaara Capital, LCatterton",Series B,67565000.0,2021-08-01,recent_2020_2025,2021,Foodtech
Wakefit,Healthtech,Pharmacy,Ahmedabad,"Elevation Capital, Omidyar Network, Prosus Ventures",Growth,411602000.0,2020-04-20,recent_2020_2025,2020,Healthtech
Ola,Media,Content,Hyderabad,Bessemer Venture Partners,Angel,99000.0,2021-03-05,recent_2020_2025,2021,Media
BlueRise,Fintech,WealthTech,Ahmedabad,Y Combinator,Seed,182000.0,2024-05-27,recent_2020_2025,2024,Fintech
DriveLoop,Healthtech,Telemedicine,Mumbai,Peak XV,Pre-Series A,585000.0,2022-08-28,recent_2020_2025,2022,Healthtech
Housejoy,Mobility,Micro Mobility,Pune,Ribbit Capital,Series A,2970000.0,2025-06-09,recent_2020_2025,2025,Mobility
CoreConnect,E-Commerce,Marketplace,Chennai,"Peak XV, Ribbit Capital",Series A,3668000.0,2023-11-09,recent_2020_2025,2023,Ecommerce
UrbanSolutions,Retail,Fashion,Mumbai,"Info Edge, Ribbit Capital, Y Combinator",Series C,109404000.0,2024-11-06,recent_2020_2025,2024,Retail
MediSpace,E-Commerce,Quick Commerce,Kolkata,"Lightspeed India, Omidyar Network",Series B,56361000.0,2025-02-03,recent_2020_2025,2025,Ecommerce
GrowthCare,Media,Social,Ahmedabad,"Elevation Capital, Kedaara Capital, Nexus Venture Partners",Seed,1886000.0,2022-09-18,recent_2020_2025,2022,Media
NeoSense_1062,Enterprise,Automation,Delhi,Kalaari Capital,Pre-Series A,587000.0,2023-12-06,recent_2020_2025,2023,Enterprise
NeoLabs_1063,Enterprise,Automation,Noida,"Nexus Venture Partners, Tiger Global Management, Ventures India",Series B,15923000.0,2024-06-06,recent_2020_2025,2024,Enterprise
Housejoy,Healthtech,Diagnostics,Bengaluru,Nexus Venture Partners,Series A,3130000.0,2024-06-27,recent_2020_2025,2024,Healthtech
FreshSolutions,Realestate,PropTech,Mumbai,Accel,Series A,7370000.0,2024-10-09,recent_2020_2025,2024,Real Estate
NeoTech,Saas,DevTools,Chennai,Matrix Partners India,Bridge,121000.0,2023-09-09,recent_2020_2025,2023,SaaS
FarmFit,Mobility,EV,Noida,"Falcon Edge, Kedaara Capital",Series A,1349000.0,2023-03-27,recent_2020_2025,2023,Mobility
AgriFit,Mobility,Ride Sharing,Mumbai,Sequoia Capital India,Series B,13365000.0,2020-04-01,recent_2020_2025,2020,Mobility
SmartCare,Enterprise,Analytics,Delhi,"Nexus Venture Partners, Y Combinator",Series A,2177000.0,2021-03-18,recent_2020_2025,2021,Enterprise
Innovaccer,E-Commerce,Grocery,Hyderabad,Kalaari Capital,Seed,149000.0,2023-08-23,recent_2020_2025,2023,Ecommerce
WorkFit,Realestate,Home Services,Delhi,"Kedaara Capital, Tiger Global Management, Ventures India",Series A,1883000.0,2020-05-24,recent_2020_2025,2020,Real Estate
CloudLabs,Agritech,Marketplace,Noida,SoftBank Vision Fund,Series A,1121000.0,2022-05-09,recent_2020_2025,2022,Agritech
DriveEdge,Agritech,Supply Chain,Mumbai,Prosus Ventures,Seed,53000.0,2022-12-24,recent_2020_2025,2022,Agritech
Freshworks,E-Commerce,D2C,Mumbai,Nexus Venture Partners,Pre-Series A,972000.0,2021-11-14,recent_2020_2025,2021,Ecommerce
Zepto,Logistics,Last Mile,Mumbai,Y Combinator,Pre-Series A,268000.0,2025-06-07,recent_2020_2025,2025,Logistics
Zomato,Retail,E-Retail,Delhi,Omidyar Network,Series A,2831000.0,2024-11-28,recent_2020_2025,2024,Retail
NeoLabs,Saas,HRTech,Noida,Blume Ventures,Seed,613000.0,2020-07-21,recent_2020_2025,2020,SaaS
UrbanDrive,Retail,Fashion,Noida,"Mirae Asset, Nexus Venture Partners",Series A,1806000.0,2024-12-11,recent_2020_2025,2024,Retail
MediSpace,Media,Social,Delhi,"LCatterton, Matrix Partners India, Ribbit Capital",Seed,1663000.0,2023-03-08,recent_2020_2025,2023,Media
Nykaa,Media,Social,Ahmedabad,Info Edge,Pre-Series A,611000.0,2022-07-26,recent_2020_2025,2022,Media
AgriFit,Mobility,EV,Hyderabad,"Elevation Capital, IFC, Zodius Capital",Bridge,70000.0,2022-12-02,recent_2020_2025,2022,Mobility
Unacademy,Logistics,Supply Chain,Pune,Tiger Global,Series D,130783000.0,2023-07-23,recent_2020_2025,2023,Logistics
MediWorks,Healthtech,Telemedicine,Mumbai,"Sequoia Capital India, Zodius Capital",Series B,57218000.0,2023-02-08,recent_2020_2025,2023,Healthtech
Innovaccer,Realestate,Rental Tech,Delhi,"Kedaara Capital, LCatterton, Tiger Global Management",Series A,12915000.0,2022-11-20,recent_2020_2025,2022,Real Estate
CoreConnect_1085,Edtech,Test Prep,Chennai,Matrix Partners India,Series B,18272000.0,2024-03-15,recent_2020_2025,2024,Edtech
Razorpay,Agritech,Smart Farming,Delhi,"Blume Ventures, LCatterton",Series B,27390000.0,2024-12-11,recent_2020_2025,2024,Agritech
Mobikwik,Enterprise,Analytics,Noida,"Blume Ventures, Mirae Asset",Pre-Series A,147000.0,2020-04-14,recent_2020_2025,2020,Enterprise
FreshToHome,Saas,DevTools,Noida,Elevation Capital,Series D,489935000.0,2024-10-22,recent_2020_2025,2024,SaaS
AgriHive,Edtech,Test Prep,Ahmedabad,Peak XV,Pre-Series A,170000.0,2025-03-05,recent_2020_2025,2025,Edtech
GrowthConnect,Agritech,Smart Farming,Bengaluru,"SoftBank Vision Fund, Y Combinator",Pre-Series A,876000.0,2023-06-14,recent_2020_2025,2023,Agritech
MediHive,Media,Social,Chennai,"Accel, Mirae Asset",Pre-Series A,446000.0,2020-07-26,recent_2020_2025,2020,Media
HyperLoop,Consumer Electronics,Audio,Delhi,Mirae Asset,Series C,103701000.0,2021-05-27,recent_2020_2025,2021,Consumer Electronics
NimbusWorks,Foodtech,Cloud Kitchen,Noida,"Info Edge, Prosus Ventures",Series C,80168000.0,2020-08-10,recent_2020_2025,2020,Foodtech
FinSense,Foodtech,Cloud Kitchen,Pune,Accel,Private Equity,170086000.0,2023-12-23,recent_2020_2025,2023,Foodtech
HealthAnalytics_1095,Foodtech,Food Delivery,Pune,"Lightspeed India, Mirae Asset, Prosus Ventures",Angel,8000.0,2020-11-24,recent_2020_2025,2020,Foodtech
NextStack,Consumer Electronics,Smart Home,Kolkata,SoftBank Vision Fund,Series C,36336000.0,2024-01-02,recent_2020_2025,2024,Consumer Electronics
FoodFit,Media,Content,Delhi,Nexus Venture Partners,Seed,99000.0,2020-08-08,recent_2020_2025,2020,Media
FoodSolutions,Retail,Fashion,Gurugram,Info Edge,Seed,887000.0,2024-08-26,recent_2020_2025,2024,Retail
MediSpace,Logistics,Supply Chain,Kolkata,Ribbit Capital,Seed,182000.0,2022-05-28,recent_2020_2025,2022,Logistics
BYJU’S,E-Tech,E-learning,Bengaluru,Tiger Global Management,Private Equity Round,200000000.0,2020-01-09,early_2015_2019,2020,Other
Shuttl,Transportation,App based shuttle service,Gurgaon,Susquehanna Growth Equity,Series C,8048394.0,2020-01-13,early_2015_2019,2020,Other
Mamaearth,E-Commerce,Retailer of baby and toddler products,Bengaluru,Sequoia Capital India,Series B,18358860.0,2020-01-09,early_2015_2019,2020,Ecommerce
https://www.wealthbucket.in/,Fintech,Online Investment,New Delhi,Vinod Khatumal,Pre-series A,3000000.0,2020-01-02,early_2015_2019,2020,Fintech
Fashor,Fashion And Apparel,Embroiled Clothes For Women,Mumbai,Sprout Venture Partners,Seed Round,1800000.0,2020-01-02,early_2015_2019,2020,Other
Pando,Logistics,"Open-market, freight management platform",Chennai,Chiratae Ventures,Series A,9000000.0,2020-01-13,early_2015_2019,2020,Logistics
Zomato,Hospitality,Online Food Delivery Platform,Gurgaon,Ant Financial,Private Equity Round,150000000.0,2020-01-10,early_2015_2019,2020,Other
Ecozen,Technology,Agritech,Pune,Sathguru Catalyzer Advisors,Series A,6000000.0,2019-12-12,early_2015_2019,2019,Technology
CarDekho,E-Commerce,Automobile,Gurgaon,Ping An Global Voyager Fund,Series D,70000000.0,2019-12-06,early_2015_2019,2019,Ecommerce
Dhruva Space,Aerospace,Satellite Communication,Bengaluru,"Mumbai Angels, Ravikanth Reddy",Seed,50000000.0,2019-12-03,early_2015_2019,2019,Other
Rivigo,Technology,Logistics Services and Solutions,Gurgaon,"SAIF Partners, Spring Canter Investment Ltd.",Series F,20000000.0,2019-12-13,early_2015_2019,2019,Technology
Healthians,B2B-Focused Foodtech Startup,Food Solutions For Corporate,Bengaluru,"Paytm, NPTK, Sabre Partners and Neoplux",Series C,12000000.0,2019-12-17,early_2015_2019,2019,Other
Licious,E-Commerce,Online Meat And Seafood Ordering Startup,Bengaluru,Vertex Growth Fund,Series E,30000000.0,2019-12-16,early_2015_2019,2019,Ecommerce
InCred,Finance,Non-Banking Financial Company,Mumbai,,Debt Funding,5900000.0,2019-12-16,early_2015_2019,2019,Finance
Trell,Video,Experience Discovery Platform,Bengaluru,Ruizheng Investment,Seed Round,2000000.0,2019-12-14,early_2015_2019,2019,Other
Rein Games,Gaming,Real money based gaming startup,Noida,Manipal Education and Medical Group (MEMG),Seed Round,50000000.0,2019-12-11,early_2015_2019,2019,Other
Lenskart.com,E-Commerce,Online Eyewear Shopping Portal,Faridabad,SoftBank Vision Fund,Series G,231000000.0,2019-12-20,early_2015_2019,2019,Ecommerce
Freshworks,Software,Business and customer engagement tools,San Francisco,"Sequoia, CapitalG, Accel",Series H,150000000.0,2019-11-13,early_2015_2019,2019,Other
Misters,Health And Wellness,Men's Health and Wellness brand,Gurgaon,"Sauce.vc, Rainforest Ventures",Series B,486000.0,2019-11-14,early_2015_2019,2019,Other
Sunstone Eduversity Pvt. Ltd,Education,Elearning,Gurgaon,"Prime Venture Partners, LetsVenture, PS1 Venture and GlobalLogic co-founder Rajul Garg",Seed,1500000.0,2019-11-13,early_2015_2019,2019,Education
Healthians,Health And Wellness,Healthcare services,Gurgaon,"DG Daiwa Ventures, DG Incubation",Series B,12000000.0,2019-11-18,early_2015_2019,2019,Other
Ninjacart,B2B Marketing,Agritech,Bengaluru,Trifecta Capital Advisors,Debt Funding,26000000.0,2019-11-15,early_2015_2019,2019,Other
Aye Finance,Fintech,Financial Services To MSMEs,Gurgaon,FinTech,Debt Funding,17411265.0,2019-11-20,early_2015_2019,2019,Fintech
SuperGaming,Video Games,Social gaming platform,Pune,Dream Incubator,Seed Funding,1300000.0,2019-11-12,early_2015_2019,2019,Other
Clumio,Saas,Recovery software,"San Jose,","Altimeter Capital, Sutter Hill Ventures",Series C,135000000.0,2019-11-20,early_2015_2019,2019,SaaS
eBikeGo,Last Mile Transportation,Electric bike rental,Amritsar,Startup Buddy,Seed,300000.0,2019-11-11,early_2015_2019,2019,Other
Digital Mall Asia,E-Commerce,Virtual e-commerce platform,Delhi,Amour Infrastructure,Seed Funding,220000000.0,2019-11-19,early_2015_2019,2019,Ecommerce
Medikabazaar,Healthcare,B2B platform for medical supplies,Mumbai,"Ackermans & van Haaren, HealthQuad, Rebright Partners, Toppan Printing",Series B,15800000.0,2019-11-18,early_2015_2019,2019,Healthcare
Vogo Automotive,Last Mile Transportation,Scooter sharing app,Kormangala,"Matrix Partners, Stellaris Venture Partners, Kalaari Capital",Series B,283000000.0,2019-11-15,early_2015_2019,2019,Other
Furtados School of Music,Education,Music Education,Tulangan,IAN Fund and DSG Consumer Partners,,200000000.0,2019-11-19,early_2015_2019,2019,Education
Paytm,Fintech,Mobile Wallet,Noida,Vijay Shekhar Sharma,Funding Round,1000000000.0,2019-11-25,early_2015_2019,2019,Fintech
Dunzo,Customer Service,Delivery Service,Bengaluru,Lightbox,Series D,45000000.0,2019-10-04,early_2015_2019,2019,Other
Udaan,B2B,Business development,Bengaluru,"Altimeter Capital, DST Global",Series D,585000000.0,2019-10-02,early_2015_2019,2019,Other
FPL Technologies,Fintech,Financial Services,Pune,"Matrix Partners India, Sequoia India",Maiden Round,4500000.0,2019-09-05,early_2015_2019,2019,Fintech
Cashflo,Fintech,Invoice discounting platform and SME lending marketplace,Mumbai,SAIF Partners,Series A,3300000.0,2019-09-04,early_2015_2019,2019,Fintech
Digital F5,"Advertising, Marketing",Digital marketing firm,Mumbai,TIW Private Equity,Private Equity Round,6000000.0,2019-09-04,early_2015_2019,2019,Other
3rdFlix,Saas,Education Technology,Hyderabad,Exfinity Venture Partners,pre-series A,5000000.0,2019-09-04,early_2015_2019,2019,SaaS
75F,Iot,Building automation system,Burnsville,Breakthrough Energy Ventures,Series A,18000000.0,2019-09-04,early_2015_2019,2019,Other
Myelin Foundry,Information Technology,Deep-technology,Bengaluru,Endiya Partners,Seed,1000000.0,2019-09-04,early_2015_2019,2019,Other
Atomberg Technology,Consumer Technology,"Consumer Electronics, Home Appliances",Mumbai,A91 Partners,Series A,10000000.0,2019-09-04,early_2015_2019,2019,Other
GOQii,Health And Wellness,Wearable Fitness Bands,Menlo Park,Bennett Coleman and Company Ltd (BCCL),Series C,450000000.0,2019-09-04,early_2015_2019,2019,Other
Vyapar App,Accounting,Mobile-based Accounting Software,Bengaluru,"India Quotient, Axilor Ventures",Series A,5000000.0,2019-09-03,early_2015_2019,2019,Other
CarDekho,E-Commerce,Automotive,Gurgaon,SC GG India Mobility Holdings LLC,Series C,20000000.0,2019-08-01,early_2015_2019,2019,Ecommerce
Progcap,Finance,Supply Chain Management,New Delhi,Sequoia India,Series A,5000000.0,2019-08-01,early_2015_2019,2019,Finance
MyPetrolPump,Retail,Fuel Delivery,Bengaluru,,Seed Funding Round,1600000.0,2019-08-01,early_2015_2019,2019,Retail
Alteria Capital,Finance,VC Funds,Mumbai,"Azim Premji, Binny Bansal",Single Venture,140000000.0,2019-08-01,early_2015_2019,2019,Finance
Pine Labs,Information Technology,Last-mile retail transaction technology,Noida,Pine Labs Pte Ltd,Corporate Round,38080000.0,2019-08-01,early_2015_2019,2019,Other
Meesho,E-Commerce,Social Commerce,Bengaluru,Naspers,Series D,125000000.0,2019-08-12,early_2015_2019,2019,Ecommerce
Cars24,E-Commerce,Car Retail,Gurugram,MS Dhoni,Series D,11000000.0,2019-08-13,early_2015_2019,2019,Ecommerce
Uniphore,Customer Service Platform,Conversational AI,Palo Alto,March Capital Partners,Series C,51000000.0,2019-08-13,early_2015_2019,2019,Other
Zendrive,Automotive,Road Safety Analytics,San Francisco,XL Innovate,Series B,37000000.0,2019-08-23,early_2015_2019,2019,Other
Lo! Foods,Consumer Goods,Low carb food for Diabetics,Bengaluru,"Rashmi Daga (founder, FreshMenu), Raveen Sastry (co-founder, Myntra) and Mitesh Shah (finance chief, BookMyShow)",Seed Round,500000.0,2019-08-23,early_2015_2019,2019,Other
Tala,Fintech,Digital Lending Platform,Santa Monica,RPS Ventures,Series D,110000000.0,2019-08-23,early_2015_2019,2019,Fintech
INDwealth,Fintech,Wealth Management,Gurgaon,Tiger Global Management,Venture Round,15000000.0,2019-08-22,early_2015_2019,2019,Fintech
HungerBox,Food And Beverage,B2B Foodtech,Bengaluru,One97 Communications Ltd.,Series C,6590000.0,2019-08-21,early_2015_2019,2019,Other
AdmitKard,Edtech,University Admissions,Noida,Growth DNA,Seed Round,1000000.0,2019-08-23,early_2015_2019,2019,Edtech
